collection_ID,name,ecoSound-web_link,primary_contributors,secondary_contributors,date_added,URL_open_recordings,URL_project,DOI_publication,core_realm_IUCN,medium,locality,spatial_selection,temporal_exclusion,contributor_comments
1047,Santarém Forest Landscapes 2,https://ecosound-web.de/ecosound_web/collection/show/1047,Oliver Metcalf,"Alexander C. Lees,Jos Barlow,Stuart Marsden,Erika Berenguer,Liana Chesini Rossi",2024-05-15,none,none,none,Terrestrial,air,"Santarém, Pará, Brazil",PAM at three points at 25 sites across forest degradation landscapes in 2022,none,""
1048,Santarém Forest Annual Cycle,https://ecosound-web.de/ecosound_web/collection/show/1048,Oliver Metcalf,"Alexander C. Lees,Jos Barlow,Stuart Marsden,Erika Berenguer,Liana Chesini Rossi",2024-05-15,none,none,none,Terrestrial,air,"Santarém, Pará, Brazil","PAM at 3 sites in the FLONA Tapajos (2 burnt in 2015/16, 1 undisturbed) recording for 1 minute in every ten continuously since 2020.",covid lockdown,""
1050,Rotokare Scenic Nature Reserve,https://ecosound-web.de/ecosound_web/collection/show/1050,Oliver Metcalf,"Marcus Rowcliffe,John Ewen",2024-05-15,none,none,10.1111/2041-210X.13147,Terrestrial,air,"Rotokare,  Taranaki, New Zealand",PAM from 48 sites in a grid across the reserve for 1 month,none,""
1051,Kelp Forest Soundscapes,https://ecosound-web.de/ecosound_web/collection/show/1051,"Kieran Cox,Brittnie Spriel","Francis Juanes,Isabelle Côté,Bridget Maher,Claire Attridge",2024-05-16,none,none,none,Marine,water,"Barkley Sound, British Columbia, Canada",PAM at subtidal 5 sites. Deployed for 2 weeks in 2023,none,"PAM at 5 sites with a gradient of kelp forest density and fish/invertabrate communities. We have data on kelp type, density, biomass, and area, and surveys of fish and invertebrates "
1049,"Kelp Farm, QEN'T Marine Protected Area, Pacific Ocean",https://ecosound-web.de/ecosound_web/collection/show/1049,Talen Rimmer,"Jennifer Clark,Sean Martin,Kelsie Murchie,Stan Dosso,Matthew K Pine,Rodney Rountree,Colin Bates,Francis Juanes",2024-05-23,none,none,none,Marine,water,"Haro Strait, British Columbia, Canada","PAM from three sites, Mar-Apr and Jul-Aug, 2023. ",none,"PAM at three sites, attached to seaweed farm infrastructure (3-5m deployed depth in ~30m water). Data on kelp farm biomass, turbidity, temperature, salinity were recorded by the seaweed farm (Cascadia Seaweed & Tsawout Nation)."
371,"Royston Shipwrecks, Courtenay Estuary",https://ecosound-web.de/ecosound_web/collection/show/371,"Kelsie A Murchy,Jamieson Atkinson","Francis Juanes,Danny Swainson ",2024-05-23,none,none,none,Marine,water,"Courtenay Estuary, British Columbia, Canada","PAM from one site, June-July 2023",none,"PAM one site, deployed in estuary"
1060,"Cowichan Bay, British Columbia ",https://ecosound-web.de/ecosound_web/collection/show/1060,"Kelsie A Murchy,Jamieson Atkinson","Francis Juanes,Bridget Maher,Katie Innes,Hailey Davies,Jessica Qualley,Will Duguid,Cowichan Tribes Lulumexun department - Fisheries and Marine projects staff",2024-06-11,none,none,10.1016/j.marpolbul.2022.113921,Marine,water,"Cowichan Bay, British Columbia, Canada","PAM from 7 sites in 2019, 8 sites in 2020, and 3 sites in 2022","",""
1053,Obsea - Underwater Cabled Observatory,https://ecosound-web.de/ecosound_web/collection/show/1053,"Joaquin del Rio,Enoc Martinez,Albert García,Jacopo Aguzzi","Daniel Mihai Toma,Matias Carandell",2024-06-04,https://data.obsea.es/erddap/tabledap/index.html,www.obsea.es,10.1109/ACCESS.2020.2973771,Marine,water,"Vilanova i la Geltru, Barcelona, Spain","",none,"PAM one site, continous recording on shallow waters, 20m depth"
144,NEPTUNE,https://ecosound-web.de/ecosound_web/collection/show/144,Jasper Kanes,"Ocean Networks Canada Society,Fabio De Leo Cabrera,Rodney Rountree,Jacopo Aguzzi",2024-06-07,none,none,none,Marine,water,"","","",""
165,VENUS,https://ecosound-web.de/ecosound_web/collection/show/165,Jasper Kanes,Ocean Networks Canada Society,2024-06-07,none,none,none,Marine,water,"","","",""
264,ONC Smart Oceans Community Observatories,https://ecosound-web.de/ecosound_web/collection/show/264,Jasper Kanes,Ocean Networks Canada Society,2024-06-07,none,none,none,Marine,water,"","","",""
1054,DFO Data,https://ecosound-web.de/ecosound_web/collection/show/1054,Jasper Kanes,Ocean Networks Canada Society,2024-06-07,none,none,none,Marine,water,"","","",""
1055,Atlantic,https://ecosound-web.de/ecosound_web/collection/show/1055,Jasper Kanes,Ocean Networks Canada Society,2024-06-07,none,none,none,Marine,water,"","","",""
1056,German Baltic Sea,https://ecosound-web.de/ecosound_web/collection/show/1056,Fritjof Basan,"Jens-Georg Fischer,Dennis Kühnel",2024-06-12,none,https://www.bsh.de/DE/THEMEN/Beobachtungssysteme/Messnetz-MARNET/Schallmessungen/schallmessungen_node.html,10.3389/fmars.2021.689860,Marine,water,German part of the Baltic Sea,National Monitoring,none,no raw data can be made available
1057,German North Sea,https://ecosound-web.de/ecosound_web/collection/show/1057,Fritjof Basan,"Jens-Georg Fischer,Dennis Kühnel",2024-06-12,none,https://www.bsh.de/DE/THEMEN/Beobachtungssysteme/Messnetz-MARNET/Schallmessungen/schallmessungen_node.html,10.1016/j.marpolbul.2023.115891,Marine,water,German part of the North Sea,National Monitoring,none,no raw data can be made available
1062,"Tena, Napo, Ecuador",https://ecosound-web.de/ecosound_web/collection/show/1062,Katie Lois Hutchinson,"",2024-06-07,none,none,none,Terrestrial,air,"Province of Napo, north of Tena in Nuevo de Junio and San Fernando","",none,""
1063,Cara Blanca Pools from Belize Maya Forest,https://ecosound-web.de/ecosound_web/collection/show/1063,Benjamin Gottesman,"Laurel Symes,Alpheous,Giselle Mahung,Elma Kay",2024-06-10,none,none,none,Freshwater,water,Cenotes on the southern border of the Belize Maya Forest,"PAM recorders were deployed in 3 cenotes, Pool 06, Pool 07, and Pool 20; Pool 06 and Pool 20 are more typical cenotes, while Pol 07 is more of a shallower lagoon that is also closer to encroaching agriculture developement. ",none,"Need to acknowledge our partners: This data comes from the Belize Maya Forest. We would like to thank and recognize Alpheous _____ and Giselle Mahung for their help wtih data collection, and Elma Kay and Lyndon Mai for their organizational and logistical support, as well as the Belize Maya Forest Trust and the Bobolink Foundation for enabling this work. "
1058,Laysan Island - opportunistic,https://ecosound-web.de/ecosound_web/collection/show/1058,"Abram B. Fleishman,Matthew McKown","",2024-10-06,none,none,none,Terrestrial,air,"Laysan island, Northwest Hawaiian Islands,USA",non-random spots selected while walking around the island to capture different habitats for nocternal seabirds,none,This was an opportunistic deployment with no real objective.
1059,Cold Water Coral Tisler Reef - Impact of COVID-19 on Noise Pollution,https://ecosound-web.de/ecosound_web/collection/show/1059,Laurence H. De Clippele,Denise Risch,2024-06-11,none,https://laurencedeclippele.com/2023/12/06/healthy-and-unhealthy-soundscapes-in-cold-water-coral-reefs/,10.3389/fmars.2021.674702,Marine,water,"Cold-water coral Tisler reef, north-eastern part of the Skagerrak in the Hvaler area in Norway","PAM from one site, 29 Jan 2020 - 26 May 2020",none,no raw data can be made available as data is still being analysed
486,Sambro Bank Sponge Conservation Area 2021-2022,https://ecosound-web.de/ecosound_web/collection/show/486,"Laurence H. De Clippele,Jinshan Xu,Ellen Kenchington","",2024-06-24,none,none,none,Marine,water,"Sambro Bank Conservation area, Scotian Shelf, Canada",PAM from 4 sites,none,no raw data can be made available as data is still being analysed
487,The Gully Marine Protected Area 2022-2023,https://ecosound-web.de/ecosound_web/collection/show/487,"Laurence H. De Clippele, Jinshan Xu, Ellen Kenchington","",2024-06-24,none,none,none,Marine,water,"Gully Marine Protected Area, Scotian Shelf, Canada",PAM from 2 sites,none,no raw data can be made available as data is still being analysed
1061,Palmyra Atoll - Coral Bleaching,https://ecosound-web.de/ecosound_web/collection/show/1061,"Matthew McKown,Abram B. Fleishman,Kerry Dunleavy","",2024-06-12,none,none,none,Marine,water,"Palmyra Atoll, US Minor Outlying Islands, Pacific Ocean - coral reef (<30m)",sites were selected by other reseraches and represent long term monitoring sites for other dataloggers and surveys,none,no raw data can be made available as data is still being analysed
1064,Instituto Tecnológico Vale - Carajás Cavescapes,https://ecosound-web.de/ecosound_web/collection/show/1064,"Leonardo Trevelin,Valéria Tavares,Giulliana Appel","",2024-06-12,none,none,none,Subterranean,air,"Floresta Nacional de Carajás, Parauapebas, Pará, Brazil",7 caves selected for monitoring in pristine and disturbed landscapes,none,Audiomoth recordings at cave entrance
1065,Treebodyguards,https://ecosound-web.de/ecosound_web/collection/show/1065,"Bastien Castagneyrol,Laura Schillé","",2024-06-13,none,https://tree-bodyguards.hub.inrae.fr/,10.1111/jbi.14808,Terrestrial,air,47 sites across 17 European countries,PAM deployed in 47 sites across Europe,none,"PAM, one recorder per site working 30min every hour for 24h, during 15 days (from April to July) according to local phenology (2021)"
1066,Urban observatory of Montreal,https://ecosound-web.de/ecosound_web/collection/show/1066,"Laura Schillé,Bastien Castagneyrol",Alain Paquette,2024-06-13,none,none,none,Terrestrial,air,"Montreal, Quebec, Canada",PAM deployed in 24 urban plots in a urbanization gradient in the city of Montreal,none,"PAM, one recorder per site working 30min every hour for 24h, during 7 days"
485,Algoa Bay,https://ecosound-web.de/ecosound_web/collection/show/485,Renée P Schoeman,"Stephanie Plön,Christine Erbe",2024-06-14,none,none,10.3390/jmse10060746,Marine,water,"Algoa Bay Addo Elephant Marine Protected Area, Eastern Cape, South Africa",Site selected based on known occurrence of southern right whale mother calf pairs and the anticipated approval of the MPA,none,""
488,Kaluzhskiye zaseki Russia,"","Jose A. Hernandez-Blanco,Maria Chistopolova",Anastasia Viricheva,2024-07-05,none,none,none,Terrestrial,air,"Kaluzhskiye zaseki Nature State Reserve, Russia","","",""
